protid,Entry
AF-A8QL51-F1-model_v4,A8QL51
AF-P0C2D2-F1-model_v4,P0C2D2
AF-D2Y494-F1-model_v4,D2Y494
AF-P50983-F1-model_v4,P50983
AF-B2KJ30-F1-model_v4,B2KJ30
AF-P0CE30-F1-model_v4,P0CE30
AF-P0C1C9-F1-model_v4,P0C1C9
AF-P81383-F1-model_v4,P81383
AF-P69750-F1-model_v4,P69750
AF-E7CLP5-F1-model_v4,E7CLP5
AF-U5KJC9-F1-model_v4,U5KJC9
AF-Q4LCS9-F1-model_v4,Q4LCS9
AF-D0PX85-F1-model_v4,D0PX85
AF-P56587-F1-model_v4,P56587
AF-P01385-F1-model_v4,P01385
AF-P0DJ02-F1-model_v4,P0DJ02
AF-P69930-F1-model_v4,P69930
AF-Q5D228-F1-model_v4,Q5D228
AF-B8XH33-F1-model_v4,B8XH33
AF-P08872-F1-model_v4,P08872
AF-Q06ZW0-F1-model_v4,Q06ZW0
AF-P70090-F1-model_v4,P70090
AF-P85237-F1-model_v4,P85237
AF-K8DWB5-F1-model_v4,K8DWB5
AF-P0DKQ7-F1-model_v4,P0DKQ7
AF-B7FDP2-F1-model_v4,B7FDP2
AF-Q9BKJ1-F1-model_v4,Q9BKJ1
AF-C1IC52-F1-model_v4,C1IC52
AF-C0JB03-F1-model_v4,C0JB03
AF-Q9BPG2-F1-model_v4,Q9BPG2
AF-Q86SD9-F1-model_v4,Q86SD9
AF-P0CY86-F1-model_v4,P0CY86
AF-B1P1E4-F1-model_v4,B1P1E4
AF-A0A3G5BID2-F1-model_v4,A0A3G5BID2
AF-P59891-F1-model_v4,P59891
AF-Q5WR01-F1-model_v4,Q5WR01
AF-D2Y2D5-F1-model_v4,D2Y2D5
AF-P31010-F1-model_v4,P31010
AF-P00602-F1-model_v4,P00602
AF-P0DMZ6-F1-model_v4,P0DMZ6
AF-A6MFK8-F1-model_v4,A6MFK8
AF-P02852-F1-model_v4,P02852
AF-Q8LW54-F1-model_v4,Q8LW54
AF-E2E4F7-F1-model_v4,E2E4F7
AF-P0C547-F1-model_v4,P0C547
AF-Q6T6T3-F1-model_v4,Q6T6T3
AF-Q9BP89-F1-model_v4,Q9BP89
AF-P58488-F1-model_v4,P58488
AF-C0JAR2-F1-model_v4,C0JAR2
AF-D2Y225-F1-model_v4,D2Y225
AF-Q9BH21-F1-model_v4,Q9BH21
AF-C0HL53-F1-model_v4,C0HL53
AF-Q6ITB4-F1-model_v4,Q6ITB4
AF-P0DM67-F1-model_v4,P0DM67
AF-C7B247-F1-model_v4,C7B247
AF-B6DCS4-F1-model_v4,B6DCS4
AF-P86834-F1-model_v4,P86834
AF-P01534-F1-model_v4,P01534
AF-P10455-F1-model_v4,P10455
AF-B5KL39-F1-model_v4,B5KL39
AF-C9WMM5-F1-model_v4,C9WMM5
AF-P86780-F1-model_v4,P86780
AF-P0DUS3-F1-model_v4,P0DUS3
AF-P85874-F1-model_v4,P85874
AF-P85420-F1-model_v4,P85420
AF-D2Y2N3-F1-model_v4,D2Y2N3
AF-P0C5H1-F1-model_v4,P0C5H1
AF-A3QVN3-F1-model_v4,A3QVN3
AF-P0DMJ1-F1-model_v4,P0DMJ1
AF-B1P1F9-F1-model_v4,B1P1F9
AF-D2Y2G8-F1-model_v4,D2Y2G8
AF-P0DUI2-F1-model_v4,P0DUI2
AF-O93471-F1-model_v4,O93471
AF-P01446-F1-model_v4,P01446
AF-D2Y1Z2-F1-model_v4,D2Y1Z2
AF-P15445-F1-model_v4,P15445
AF-A0A125S9D9-F1-model_v4,A0A125S9D9
AF-A0A6B9L3R4-F1-model_v4,A0A6B9L3R4
AF-B6DCY2-F1-model_v4,B6DCY2
AF-P84716-F1-model_v4,P84716
AF-Q0NZX5-F1-model_v4,Q0NZX5
AF-P83644-F1-model_v4,P83644
AF-D2Y218-F1-model_v4,D2Y218
AF-D2Y283-F1-model_v4,D2Y283
AF-C0JAX4-F1-model_v4,C0JAX4
AF-Q8UUJ1-F1-model_v4,Q8UUJ1
AF-J3RY43-F1-model_v4,J3RY43
AF-P0C7K5-F1-model_v4,P0C7K5
AF-Q0N4U4-F1-model_v4,Q0N4U4
AF-P0C7I1-F1-model_v4,P0C7I1
AF-C8YJA1-F1-model_v4,C8YJA1
AF-C0JAZ0-F1-model_v4,C0JAZ0
AF-Q2XXQ2-F1-model_v4,Q2XXQ2
AF-Q7Z092-F1-model_v4,Q7Z092
AF-P0DN05-F1-model_v4,P0DN05
AF-P82419-F1-model_v4,P82419
AF-A5A3H2-F1-model_v4,A5A3H2
AF-P83580-F1-model_v4,P83580
AF-P10737-F1-model_v4,P10737
AF-P83660-F1-model_v4,P83660
AF-C0JB81-F1-model_v4,C0JB81
AF-D2Y1X6-F1-model_v4,D2Y1X6
AF-A0A024BTN9-F1-model_v4,A0A024BTN9
AF-P01462-F1-model_v4,P01462
AF-P58911-F1-model_v4,P58911
AF-P59888-F1-model_v4,P59888
AF-P0DL31-F1-model_v4,P0DL31
AF-P86536-F1-model_v4,P86536
AF-A8Y7N5-F1-model_v4,A8Y7N5
AF-P0DUQ7-F1-model_v4,P0DUQ7
AF-Q9IAY1-F1-model_v4,Q9IAY1
AF-Q9U6Z9-F1-model_v4,Q9U6Z9
AF-P0C845-F1-model_v4,P0C845
AF-D6C4L1-F1-model_v4,D6C4L1
AF-D2Y2L7-F1-model_v4,D2Y2L7
AF-Q86SE0-F1-model_v4,Q86SE0
AF-Q9W717-F1-model_v4,Q9W717
AF-W4VRX8-F1-model_v4,W4VRX8
AF-P0DM43-F1-model_v4,P0DM43
AF-Q7LZQ4-F1-model_v4,Q7LZQ4
AF-Q6YIJ3-F1-model_v4,Q6YIJ3
AF-Q86QV3-F1-model_v4,Q86QV3
AF-P0C8R2-F1-model_v4,P0C8R2
AF-B6DCQ0-F1-model_v4,B6DCQ0
AF-Q5UFR8-F1-model_v4,Q5UFR8
AF-P82424-F1-model_v4,P82424
AF-B7Q052-F1-model_v4,B7Q052
AF-Q7LZK5-F1-model_v4,Q7LZK5
AF-Q86RB2-F1-model_v4,Q86RB2
AF-A0A1Z0YU59-F1-model_v4,A0A1Z0YU59
AF-D2Y201-F1-model_v4,D2Y201
AF-A0A384E129-F1-model_v4,A0A384E129
AF-D9U299-F1-model_v4,D9U299
AF-P14411-F1-model_v4,P14411
AF-Q45Z25-F1-model_v4,Q45Z25
AF-Q9U655-F1-model_v4,Q9U655
AF-B6DCK1-F1-model_v4,B6DCK1
AF-C7DQX7-F1-model_v4,C7DQX7
AF-P83469-F1-model_v4,P83469
AF-A0A411EZW9-F1-model_v4,A0A411EZW9
AF-C8CK79-F1-model_v4,C8CK79
AF-D2Y2F1-F1-model_v4,D2Y2F1
AF-A0A2P1BSS9-F1-model_v4,A0A2P1BSS9
AF-P07494-F1-model_v4,P07494
AF-B1P1G0-F1-model_v4,B1P1G0
AF-Q7M4I6-F1-model_v4,Q7M4I6
AF-P00992-F1-model_v4,P00992
AF-P0DMX2-F1-model_v4,P0DMX2
AF-P00626-F1-model_v4,P00626
AF-A0A125S9E0-F1-model_v4,A0A125S9E0
AF-Q6SLM2-F1-model_v4,Q6SLM2
AF-P23067-F1-model_v4,P23067
AF-Q71RR0-F1-model_v4,Q71RR0
AF-P0C5I8-F1-model_v4,P0C5I8
AF-W4VSF6-F1-model_v4,W4VSF6
AF-P0DMB3-F1-model_v4,P0DMB3
AF-Q9BPE6-F1-model_v4,Q9BPE6
AF-C0JB27-F1-model_v4,C0JB27
AF-P0DUA0-F1-model_v4,P0DUA0
AF-F8J2E5-F1-model_v4,F8J2E5
AF-Q3SAF7-F1-model_v4,Q3SAF7
AF-B2ZBB9-F1-model_v4,B2ZBB9
AF-P0DKS3-F1-model_v4,P0DKS3
AF-D2X5W3-F1-model_v4,D2X5W3
AF-Q3YEE9-F1-model_v4,Q3YEE9
AF-U3FAE1-F1-model_v4,U3FAE1
AF-Q9NH75-F1-model_v4,Q9NH75
AF-Q3C2C1-F1-model_v4,Q3C2C1
AF-Q6TPG9-F1-model_v4,Q6TPG9
AF-P30833-F1-model_v4,P30833
AF-P0DSJ1-F1-model_v4,P0DSJ1
AF-P83243-F1-model_v4,P83243
AF-A0A6B9KZA1-F1-model_v4,A0A6B9KZA1
AF-P0C349-F1-model_v4,P0C349
AF-P86115-F1-model_v4,P86115
AF-P0C1R7-F1-model_v4,P0C1R7
AF-P69494-F1-model_v4,P69494
AF-A0ZSK3-F1-model_v4,A0ZSK3
AF-Q8JI39-F1-model_v4,Q8JI39
AF-Q94435-F1-model_v4,Q94435
AF-B3EWY4-F1-model_v4,B3EWY4
AF-Q7SID6-F1-model_v4,Q7SID6
AF-P45660-F1-model_v4,P45660
AF-Q9PSN1-F1-model_v4,Q9PSN1
AF-P70089-F1-model_v4,P70089
AF-P0DJ80-F1-model_v4,P0DJ80
AF-Q86C49-F1-model_v4,Q86C49
AF-Q3YEF4-F1-model_v4,Q3YEF4
AF-Q0GY46-F1-model_v4,Q0GY46
AF-A7X3S2-F1-model_v4,A7X3S2
AF-Q5D231-F1-model_v4,Q5D231
AF-P69929-F1-model_v4,P69929
AF-P0DKY5-F1-model_v4,P0DKY5
AF-P0DPT6-F1-model_v4,P0DPT6
AF-P69749-F1-model_v4,P69749
AF-P0CE29-F1-model_v4,P0CE29
AF-P18513-F1-model_v4,P18513
AF-Q95NK7-F1-model_v4,Q95NK7
AF-B6DD12-F1-model_v4,B6DD12
AF-P0C1X1-F1-model_v4,P0C1X1
AF-P0DJN0-F1-model_v4,P0DJN0
AF-A8QL48-F1-model_v4,A8QL48
AF-P0DQP9-F1-model_v4,P0DQP9
AF-Q9GUA7-F1-model_v4,Q9GUA7
AF-P0CJ06-F1-model_v4,P0CJ06
AF-P0DQC3-F1-model_v4,P0DQC3
AF-P60245-F1-model_v4,P60245
AF-C9X4K3-F1-model_v4,C9X4K3
AF-Q9BN12-F1-model_v4,Q9BN12
AF-P0C2V1-F1-model_v4,P0C2V1
AF-B6V6L0-F1-model_v4,B6V6L0
AF-M1JB54-F1-model_v4,M1JB54
AF-A0A2I6EDN0-F1-model_v4,A0A2I6EDN0
AF-P20254-F1-model_v4,P20254
AF-O73800-F1-model_v4,O73800
AF-Q91133-F1-model_v4,Q91133
AF-Q9GQW4-F1-model_v4,Q9GQW4
AF-D2Y2H0-F1-model_v4,D2Y2H0
AF-D9U2A8-F1-model_v4,D9U2A8
AF-B1P1I1-F1-model_v4,B1P1I1
AF-D6C4H6-F1-model_v4,D6C4H6
AF-P59854-F1-model_v4,P59854
AF-C3TS04-F1-model_v4,C3TS04
AF-P29423-F1-model_v4,P29423
AF-P0DME9-F1-model_v4,P0DME9
AF-P67861-F1-model_v4,P67861
AF-Q1A3Q8-F1-model_v4,Q1A3Q8
AF-P01425-F1-model_v4,P01425
AF-A8Y7P3-F1-model_v4,A8Y7P3
AF-C1J5M7-F1-model_v4,C1J5M7
AF-D2Y2R1-F1-model_v4,D2Y2R1
AF-Q95P89-F1-model_v4,Q95P89
AF-Q4PRD1-F1-model_v4,Q4PRD1
AF-P62903-F1-model_v4,P62903
AF-Q800Y3-F1-model_v4,Q800Y3
AF-A7X4K1-F1-model_v4,A7X4K1
AF-A8HDK9-F1-model_v4,A8HDK9
AF-Q9PTL3-F1-model_v4,Q9PTL3
AF-P0DN42-F1-model_v4,P0DN42
AF-Q6PN81-F1-model_v4,Q6PN81
AF-Q800C2-F1-model_v4,Q800C2
AF-P0DTX4-F1-model_v4,P0DTX4
AF-P0DM39-F1-model_v4,P0DM39
AF-Q5Y4V1-F1-model_v4,Q5Y4V1
AF-P0C8U8-F1-model_v4,P0C8U8
AF-D2Y100-F1-model_v4,D2Y100
AF-Q9TWD3-F1-model_v4,Q9TWD3
AF-G8YYA5-F1-model_v4,G8YYA5
AF-Q7LZ09-F1-model_v4,Q7LZ09
AF-D9U2B5-F1-model_v4,D9U2B5
AF-C0JB60-F1-model_v4,C0JB60
AF-P01483-F1-model_v4,P01483
AF-Q9BPA1-F1-model_v4,Q9BPA1
AF-Q9IAM1-F1-model_v4,Q9IAM1
AF-P0DMF4-F1-model_v4,P0DMF4
AF-P59869-F1-model_v4,P59869
AF-Q5G8B8-F1-model_v4,Q5G8B8
AF-A0A3G5BIB1-F1-model_v4,A0A3G5BIB1
AF-B1P1C7-F1-model_v4,B1P1C7
AF-L0GCJ1-F1-model_v4,L0GCJ1
AF-D2Y2B6-F1-model_v4,D2Y2B6
AF-P01418-F1-model_v4,P01418
AF-Q7Z0A3-F1-model_v4,Q7Z0A3
AF-B3FIA6-F1-model_v4,B3FIA6
AF-P0CAQ7-F1-model_v4,P0CAQ7
AF-P82463-F1-model_v4,P82463
AF-D2Y246-F1-model_v4,D2Y246
AF-Q8UW30-F1-model_v4,Q8UW30
AF-A0A0F7Z3J2-F1-model_v4,A0A0F7Z3J2
AF-Q9BP71-F1-model_v4,Q9BP71
AF-P86403-F1-model_v4,P86403
AF-Q9DEF9-F1-model_v4,Q9DEF9
AF-D5KXH4-F1-model_v4,D5KXH4
AF-P17684-F1-model_v4,P17684
AF-B6DCU7-F1-model_v4,B6DCU7
AF-P0C8V5-F1-model_v4,P0C8V5
AF-A0A023W163-F1-model_v4,A0A023W163
AF-P83561-F1-model_v4,P83561
AF-Q6PTD0-F1-model_v4,Q6PTD0
AF-G1AS82-F1-model_v4,G1AS82
AF-E7FL11-F1-model_v4,E7FL11
AF-P0C2B1-F1-model_v4,P0C2B1
AF-P0DQD9-F1-model_v4,P0DQD9
AF-P85060-F1-model_v4,P85060
AF-A0A0U5AUY6-F1-model_v4,A0A0U5AUY6
AF-Q91510-F1-model_v4,Q91510
AF-A3F7X1-F1-model_v4,A3F7X1
AF-B3EWT8-F1-model_v4,B3EWT8
AF-Q8JHE1-F1-model_v4,Q8JHE1
AF-F5CPD6-F1-model_v4,F5CPD6
AF-B7SNV8-F1-model_v4,B7SNV8
AF-P35776-F1-model_v4,P35776
AF-Q8T3S7-F1-model_v4,Q8T3S7
AF-Q3YEH5-F1-model_v4,Q3YEH5
AF-B8XH50-F1-model_v4,B8XH50
AF-H1ZZI8-F1-model_v4,H1ZZI8
AF-P0DKM5-F1-model_v4,P0DKM5
AF-P33589-F1-model_v4,P33589
AF-P0DPZ7-F1-model_v4,P0DPZ7
AF-Q8JFY0-F1-model_v4,Q8JFY0
AF-P85254-F1-model_v4,P85254
AF-P0CH48-F1-model_v4,P0CH48
AF-Q6TGQ8-F1-model_v4,Q6TGQ8
AF-C0HJT0-F1-model_v4,C0HJT0
AF-Q6Q249-F1-model_v4,Q6Q249
AF-P22827-F1-model_v4,P22827
AF-A7LAC6-F1-model_v4,A7LAC6
AF-P0CF15-F1-model_v4,P0CF15
AF-Q5G290-F1-model_v4,Q5G290
AF-P0DJJ7-F1-model_v4,P0DJJ7
AF-Q8I0K7-F1-model_v4,Q8I0K7
AF-P11058-F1-model_v4,P11058
AF-Q8T0W1-F1-model_v4,Q8T0W1
AF-P0DQG4-F1-model_v4,P0DQG4
AF-P0CJ41-F1-model_v4,P0CJ41
AF-P56639-F1-model_v4,P56639
AF-B3EWW5-F1-model_v4,B3EWW5
AF-P0DJP6-F1-model_v4,P0DJP6
AF-Q9XZK3-F1-model_v4,Q9XZK3
AF-B6DD55-F1-model_v4,B6DD55
AF-Q3SB06-F1-model_v4,Q3SB06
AF-P60179-F1-model_v4,P60179
AF-A0A218QWZ8-F1-model_v4,A0A218QWZ8
AF-Q6XLL5-F1-model_v4,Q6XLL5
AF-A0A0B5A7N1-F1-model_v4,A0A0B5A7N1
AF-P32879-F1-model_v4,P32879
AF-P25667-F1-model_v4,P25667
AF-A6YR40-F1-model_v4,A6YR40
AF-P58328-F1-model_v4,P58328
AF-P83239-F1-model_v4,P83239
AF-A7SCE5-F1-model_v4,A7SCE5
AF-P0DKN8-F1-model_v4,P0DKN8
AF-A0A6B9KZ90-F1-model_v4,A0A6B9KZ90
AF-Q3BK14-F1-model_v4,Q3BK14
AF-C0HJD7-F1-model_v4,C0HJD7
AF-P85269-F1-model_v4,P85269
AF-P0CH75-F1-model_v4,P0CH75
AF-Q86BX0-F1-model_v4,Q86BX0
AF-Q5W960-F1-model_v4,Q5W960
AF-P0DKT9-F1-model_v4,P0DKT9
AF-P84017-F1-model_v4,P84017
AF-P0DPJ7-F1-model_v4,P0DPJ7
AF-P0CH72-F1-model_v4,P0CH72
AF-A7X3M3-F1-model_v4,A7X3M3
AF-Q8AY50-F1-model_v4,Q8AY50
AF-Q3BK13-F1-model_v4,Q3BK13
AF-Q8QG88-F1-model_v4,Q8QG88
AF-P25660-F1-model_v4,P25660
AF-Q805F4-F1-model_v4,Q805F4
AF-B5G6G9-F1-model_v4,B5G6G9
AF-B6DD52-F1-model_v4,B6DD52
AF-P0C1F0-F1-model_v4,P0C1F0
AF-Q9XZK4-F1-model_v4,Q9XZK4
AF-P79845-F1-model_v4,P79845
AF-P0DQN8-F1-model_v4,P0DQN8
AF-Q10755-F1-model_v4,Q10755
AF-P0DQG3-F1-model_v4,P0DQG3
AF-Q4JCS0-F1-model_v4,Q4JCS0
AF-S4UJV1-F1-model_v4,S4UJV1
AF-P0C246-F1-model_v4,P0C246
AF-W8E7D1-F1-model_v4,W8E7D1
AF-A0A1L4BJ46-F1-model_v4,A0A1L4BJ46
AF-P0DPZ0-F1-model_v4,P0DPZ0
AF-P85253-F1-model_v4,P85253
AF-B1NWS4-F1-model_v4,B1NWS4
AF-P0DI86-F1-model_v4,P0DI86
AF-P69500-F1-model_v4,P69500
AF-P0DKM2-F1-model_v4,P0DKM2
AF-P0DSN1-F1-model_v4,P0DSN1
AF-Q7T1R1-F1-model_v4,Q7T1R1
AF-Q3YEH2-F1-model_v4,Q3YEH2
AF-P0DJ66-F1-model_v4,P0DJ66
AF-E5D3Z9-F1-model_v4,E5D3Z9
AF-C0HKC2-F1-model_v4,C0HKC2
AF-Q90WZ1-F1-model_v4,Q90WZ1
AF-P0C1V7-F1-model_v4,P0C1V7
AF-P0C2X7-F1-model_v4,P0C2X7
AF-P22640-F1-model_v4,P22640
AF-P11062-F1-model_v4,P11062
AF-P17349-F1-model_v4,P17349
AF-Q6PTD7-F1-model_v4,Q6PTD7
AF-B6DCU0-F1-model_v4,B6DCU0
AF-Q2I2P8-F1-model_v4,Q2I2P8
AF-P0C8V2-F1-model_v4,P0C8V2
AF-B4YSU8-F1-model_v4,B4YSU8
AF-D5KXH3-F1-model_v4,D5KXH3
AF-W4VS46-F1-model_v4,W4VS46
AF-Q9PTU8-F1-model_v4,Q9PTU8
AF-Q9BP76-F1-model_v4,Q9BP76
AF-P86404-F1-model_v4,P86404
AF-C0JAT6-F1-model_v4,C0JAT6
AF-D2Y241-F1-model_v4,D2Y241
AF-O46028-F1-model_v4,O46028
AF-P61510-F1-model_v4,P61510
AF-W4VRU3-F1-model_v4,W4VRU3
AF-P0C8L3-F1-model_v4,P0C8L3
AF-P82464-F1-model_v4,P82464
AF-L0GAZ8-F1-model_v4,L0GAZ8
AF-Q7Z0A4-F1-model_v4,Q7Z0A4
AF-L0GCJ6-F1-model_v4,L0GCJ6
AF-D2Y2B1-F1-model_v4,D2Y2B1
AF-C8YJ97-F1-model_v4,C8YJ97
AF-P0CY79-F1-model_v4,P0CY79
AF-B1P1C0-F1-model_v4,B1P1C0
AF-P0DMF3-F1-model_v4,P0DMF3
AF-Q9YGJ6-F1-model_v4,Q9YGJ6
AF-W4VSB6-F1-model_v4,W4VSB6
AF-P60992-F1-model_v4,P60992
AF-D9U2B2-F1-model_v4,D9U2B2
AF-P01484-F1-model_v4,P01484
AF-Q9BPA6-F1-model_v4,Q9BPA6
AF-C0JB67-F1-model_v4,C0JB67
AF-P23027-F1-model_v4,P23027
AF-O46167-F1-model_v4,O46167
AF-Q7LZE3-F1-model_v4,Q7LZE3
AF-Q0VTU0-F1-model_v4,Q0VTU0
AF-P82896-F1-model_v4,P82896
AF-Q5Y4V6-F1-model_v4,Q5Y4V6
AF-P0DTX3-F1-model_v4,P0DTX3
AF-P83620-F1-model_v4,P83620
AF-Q6T5L0-F1-model_v4,Q6T5L0
AF-Q53B58-F1-model_v4,Q53B58
AF-P0DN45-F1-model_v4,P0DN45
AF-Q6PN86-F1-model_v4,Q6PN86
AF-D5L5Q7-F1-model_v4,D5L5Q7
AF-Q9BPK0-F1-model_v4,Q9BPK0
AF-P01422-F1-model_v4,P01422
AF-A8Y7P4-F1-model_v4,A8Y7P4
AF-B1P1I6-F1-model_v4,B1P1I6
AF-C5NSL2-F1-model_v4,C5NSL2
AF-P59853-F1-model_v4,P59853
AF-Q9GQW3-F1-model_v4,Q9GQW3
AF-D2Y2H7-F1-model_v4,D2Y2H7
AF-Q5K0B8-F1-model_v4,Q5K0B8
AF-Q71QH7-F1-model_v4,Q71QH7
AF-P20253-F1-model_v4,P20253
AF-P82942-F1-model_v4,P82942
AF-C0HLU0-F1-model_v4,C0HLU0
AF-Q9PRP8-F1-model_v4,Q9PRP8
AF-P0DQC4-F1-model_v4,P0DQC4
AF-P0CJ01-F1-model_v4,P0CJ01
AF-Q0ZZJ6-F1-model_v4,Q0ZZJ6
AF-C9X4K4-F1-model_v4,C9X4K4
AF-C0HKM3-F1-model_v4,C0HKM3
AF-P0C1X6-F1-model_v4,P0C1X6
AF-P0DJN7-F1-model_v4,P0DJN7
AF-P0C2L7-F1-model_v4,P0C2L7
AF-B6DD15-F1-model_v4,B6DD15
AF-B3EWS5-F1-model_v4,B3EWS5
AF-P0C1B7-F1-model_v4,P0C1B7
AF-P0DPT1-F1-model_v4,P0DPT1
AF-P31990-F1-model_v4,P31990
AF-B5U2W0-F1-model_v4,B5U2W0
AF-Q1ELV0-F1-model_v4,Q1ELV0
AF-Q0GY41-F1-model_v4,Q0GY41
AF-Q6PPB3-F1-model_v4,Q6PPB3
AF-P0DJ87-F1-model_v4,P0DJ87
AF-P0DKP9-F1-model_v4,P0DKP9
AF-Q3YEF3-F1-model_v4,Q3YEF3
AF-P45667-F1-model_v4,P45667
AF-Q9PSN6-F1-model_v4,Q9PSN6
AF-P04056-F1-model_v4,P04056
AF-P0C1H1-F1-model_v4,P0C1H1
AF-P82172-F1-model_v4,P82172
AF-B3EWY3-F1-model_v4,B3EWY3
AF-P85020-F1-model_v4,P85020
AF-C5J887-F1-model_v4,C5J887
AF-P86269-F1-model_v4,P86269
AF-Q7T247-F1-model_v4,Q7T247
AF-Q1I180-F1-model_v4,Q1I180
AF-A0ZSK4-F1-model_v4,A0ZSK4
AF-A0A0P0BQD2-F1-model_v4,A0A0P0BQD2
AF-B6DD28-F1-model_v4,B6DD28
AF-Q3C256-F1-model_v4,Q3C256
AF-P0CI47-F1-model_v4,P0CI47
AF-P83390-F1-model_v4,P83390
AF-Q2UXQ5-F1-model_v4,Q2UXQ5
AF-P0DSJ6-F1-model_v4,P0DSJ6
AF-P83244-F1-model_v4,P83244
AF-A0A0B5A8Q2-F1-model_v4,A0A0B5A8Q2
AF-E0Y418-F1-model_v4,E0Y418
AF-P30834-F1-model_v4,P30834
AF-A6M938-F1-model_v4,A6M938
AF-Q8JFG1-F1-model_v4,Q8JFG1
AF-A0A0B5AC95-F1-model_v4,A0A0B5AC95
AF-P25681-F1-model_v4,P25681
AF-F5C3T9-F1-model_v4,F5C3T9
AF-D2X5W4-F1-model_v4,D2X5W4
AF-P61232-F1-model_v4,P61232
AF-P0C201-F1-model_v4,P0C201
AF-Q3SAF0-F1-model_v4,Q3SAF0
AF-F8J2E2-F1-model_v4,F8J2E2
AF-D1MEJ0-F1-model_v4,D1MEJ0
AF-C0JB20-F1-model_v4,C0JB20
AF-Q9BPE1-F1-model_v4,Q9BPE1
AF-P0DUA7-F1-model_v4,P0DUA7
AF-P58604-F1-model_v4,P58604
AF-P0DMB4-F1-model_v4,P0DMB4
AF-P20229-F1-model_v4,P20229
AF-P00621-F1-model_v4,P00621
AF-P0DMX5-F1-model_v4,P0DMX5
AF-Q9DGH6-F1-model_v4,Q9DGH6
AF-B1P1G7-F1-model_v4,B1P1G7
AF-P01458-F1-model_v4,P01458
AF-D2Y2F6-F1-model_v4,D2Y2F6
AF-P07493-F1-model_v4,P07493
AF-B6DCK6-F1-model_v4,B6DCK6
AF-D2Y206-F1-model_v4,D2Y206
AF-P0C930-F1-model_v4,P0C930
AF-P82423-F1-model_v4,P82423
AF-Q9DEQ3-F1-model_v4,Q9DEQ3
AF-B6DCQ7-F1-model_v4,B6DCQ7
AF-B1B5I8-F1-model_v4,B1B5I8
AF-A0A023W123-F1-model_v4,A0A023W123
AF-Q86QV4-F1-model_v4,Q86QV4
AF-Q2XXR8-F1-model_v4,Q2XXR8
AF-Q98959-F1-model_v4,Q98959
AF-D2Y2L0-F1-model_v4,D2Y2L0
AF-D6C4L6-F1-model_v4,D6C4L6
AF-Q698K8-F1-model_v4,Q698K8
AF-P0DL36-F1-model_v4,P0DL36
AF-Q9PVK7-F1-model_v4,Q9PVK7
AF-Q9BKB4-F1-model_v4,Q9BKB4
AF-Q90391-F1-model_v4,Q90391
AF-P81783-F1-model_v4,P81783
AF-P01465-F1-model_v4,P01465
AF-C0JB86-F1-model_v4,C0JB86
AF-P58916-F1-model_v4,P58916
AF-Q9PWF3-F1-model_v4,Q9PWF3
AF-Q9BP97-F1-model_v4,Q9BP97
AF-A5A3H5-F1-model_v4,A5A3H5
AF-P0DN02-F1-model_v4,P0DN02
AF-P81657-F1-model_v4,P81657
AF-L0G8Z0-F1-model_v4,L0G8Z0
AF-Q7Z095-F1-model_v4,Q7Z095
AF-Q86QU9-F1-model_v4,Q86QU9
AF-B5KL27-F1-model_v4,B5KL27
AF-Q072L6-F1-model_v4,Q072L6
AF-C0JAZ7-F1-model_v4,C0JAZ7
AF-Q2XXQ5-F1-model_v4,Q2XXQ5
AF-Q0N4U3-F1-model_v4,Q0N4U3
AF-P0C8B2-F1-model_v4,P0C8B2
AF-Q9UAC9-F1-model_v4,Q9UAC9
AF-P81508-F1-model_v4,P81508
AF-C0JAX3-F1-model_v4,C0JAX3
AF-D2Y284-F1-model_v4,D2Y284
AF-L0GBQ6-F1-model_v4,L0GBQ6
AF-C0JAQ8-F1-model_v4,C0JAQ8
AF-B6DCY5-F1-model_v4,B6DCY5
AF-P0C929-F1-model_v4,P0C929
AF-P58752-F1-model_v4,P58752
AF-Q5BLY4-F1-model_v4,Q5BLY4
AF-P15816-F1-model_v4,P15816
AF-D2Y1Z5-F1-model_v4,D2Y1Z5
AF-P01441-F1-model_v4,P01441
AF-A3QVN4-F1-model_v4,A3QVN4
AF-P0DMJ6-F1-model_v4,P0DMJ6
AF-B2KTG3-F1-model_v4,B2KTG3
AF-D2Y2N4-F1-model_v4,D2Y2N4
AF-D8MIA3-F1-model_v4,D8MIA3
AF-C0JB39-F1-model_v4,C0JB39
AF-P0DUS4-F1-model_v4,P0DUS4
AF-P07845-F1-model_v4,P07845
AF-C0HLS3-F1-model_v4,C0HLS3
AF-P01533-F1-model_v4,P01533
AF-B6DCS3-F1-model_v4,B6DCS3
AF-C7G1G6-F1-model_v4,C7G1G6
AF-C0HL54-F1-model_v4,C0HL54
AF-P0DM60-F1-model_v4,P0DM60
AF-Q6ITB3-F1-model_v4,Q6ITB3
AF-C6JUP2-F1-model_v4,C6JUP2
AF-P86467-F1-model_v4,P86467
AF-D2Y222-F1-model_v4,D2Y222
AF-P0C8J0-F1-model_v4,P0C8J0
AF-Q6T6T4-F1-model_v4,Q6T6T4
AF-A0A088SG62-F1-model_v4,A0A088SG62
AF-Q7SZV0-F1-model_v4,Q7SZV0
AF-B6DCZ8-F1-model_v4,B6DCZ8
AF-Q9NBW2-F1-model_v4,Q9NBW2
AF-A0A125S9G3-F1-model_v4,A0A125S9G3
